Account Number,Post Date,Check,Description,Debit,Credit,Status,Balance
"XXXXXX9750",1/2/2025,,"VENMO PAYMENT *********4168",242.00,,Posted,1113.07
"XXXXXX9750",1/2/2025,,"FCB FUNDS TRANSFER TO  X7703",228.48,,Posted,1355.07
"XXXXXX9750",12/31/2024,,"VENMO PAYMENT *********8163",25.00,,Posted,1583.55
"XXXXXX9750",12/31/2024,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,1608.55
"XXXXXX9750",12/26/2024,,"VENMO PAYMENT *********3668",350.00,,Posted,1568.55
"XXXXXX9750",12/26/2024,,"VENMO PAYMENT *********7855",30.00,,Posted,1918.55
"XXXXXX9750",12/23/2024,,"VENMO CASHOUT *********6905",,183.00,Posted,1948.55
"XXXXXX9750",12/20/2024,,"CREE INC DIRECT DEP **********708L3",,387.48,Posted,1765.55
"XXXXXX9750",12/19/2024,,"Customer Deposit",,150.00,Posted,1378.07
"XXXXXX9750",12/6/2024,,"CREE INC DIRECT DEP **********348L3",,1183.07,Posted,1228.07
"XXXXXX9750",12/2/2024,,"FCB FUNDS TRANSFER TO  X7703",702.02,,Posted,45.00
"XXXXXX9750",12/2/2024,,"FCB FUNDS TRANSFER TO  X7703",602.32,,Posted,747.02
"XXXXXX9750",12/2/2024,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,1349.34
"XXXXXX9750",11/22/2024,,"FID BKG SVC LLC MONEYLINE Z******97 T2G5R",200.00,,Posted,1309.34
"XXXXXX9750",11/22/2024,,"CREE INC DIRECT DEP **********068L3",,593.05,Posted,1509.34
"XXXXXX9750",11/21/2024,,"FID BKG SVC LLC MONEYLINE Z****1268 SWTDS",1000.00,,Posted,916.29
"XXXXXX9750",11/20/2024,,"VENMO CASHOUT *********4531",,244.00,Posted,1916.29
"XXXXXX9750",11/20/2024,,"POS SIG 11/19 VISA #3333 GRUBHUB CAMPUS DINING 8888275055 CA",6.44,,Posted,1672.29
"XXXXXX9750",11/8/2024,,"CREE INC DIRECT DEP **********538L3",,747.10,Posted,1678.73
"XXXXXX9750",11/7/2024,,"POS SIG 11/06 VISA #3333 2ND KITCHENS RD AIRPOR MORRISVILLE NC",7.78,,Posted,931.63
"XXXXXX9750",11/1/2024,,"FCB FUNDS TRANSFER TO  X7703",290.49,,Posted,939.41
"XXXXXX9750",11/1/2024,,"FCB FUNDS TRANSFER TO  X7703",178.55,,Posted,1229.90
"XXXXXX9750",10/31/2024,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,1408.45
"XXXXXX9750",10/25/2024,,"CREE INC DIRECT DEP **********348L3",,722.07,Posted,1368.45
"XXXXXX9750",10/16/2024,,"FID BKG SVC LLC MONEYLINE Z****1268 OTDHQ",1000.00,,Posted,646.38
"XXXXXX9750",10/11/2024,,"CREE INC DIRECT DEP **********888L3",,956.46,Posted,1646.38
"XXXXXX9750",10/7/2024,,"FID BKG SVC LLC MONEYLINE Z*****268 NLQ0C",1000.00,,Posted,689.92
"XXXXXX9750",10/7/2024,,"FCB FUNDS TRANSFER TO  X7703",164.23,,Posted,1689.92
"XXXXXX9750",10/1/2024,,"FCB FUNDS TRANSFER TO  X7703",30.03,,Posted,1854.15
"XXXXXX9750",9/30/2024,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,1884.18
"XXXXXX9750",9/27/2024,,"CREE INC DIRECT DEP **********028L3",,893.34,Posted,1844.18
"XXXXXX9750",9/16/2024,,"VENMO PAYMENT *********0066",140.00,,Posted,950.84
"XXXXXX9750",9/11/2024,,"FID BKG SVC LLC MONEYLINE Z****1268 KPQAQ",1000.00,,Posted,1090.84
"XXXXXX9750",9/9/2024,,"FCB FUNDS TRANSFER TO  X7703",960.48,,Posted,2090.84
"XXXXXX9750",9/3/2024,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,3051.32
"XXXXXX9750",8/21/2024,,"VENMO PAYMENT *********6443",40.00,,Posted,3011.32
"XXXXXX9750",8/16/2024,,"CREE INC DIRECT DEP **********468L3",,1434.61,Posted,3051.32
"XXXXXX9750",8/5/2024,,"FCB FUNDS TRANSFER TO  X2504",5000.00,,Posted,1616.71
"XXXXXX9750",8/2/2024,,"CREE INC DIRECT DEP **********548L3",,1445.89,Posted,6616.71
"XXXXXX9750",7/31/2024,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,5170.82
"XXXXXX9750",7/19/2024,,"CREE INC DIRECT DEP **********468L3",,1524.55,Posted,5130.82
"XXXXXX9750",7/5/2024,,"CREE INC DIRECT DEP **********088L3",,1523.30,Posted,3606.27
"XXXXXX9750",7/1/2024,,"FCB FUNDS TRANSFER TO  X2167",694.55,,Posted,2082.97
"XXXXXX9750",7/1/2024,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,2777.52
"XXXXXX9750",6/27/2024,,"VENMO PAYMENT *********7830",75.00,,Posted,2737.52
"XXXXXX9750",6/27/2024,,"VENMO PAYMENT *********5864",25.00,,Posted,2812.52
"XXXXXX9750",6/24/2024,,"VENMO PAYMENT *********3339",669.65,,Posted,2837.52
"XXXXXX9750",6/24/2024,,"VENMO CASHOUT *********0863",,156.00,Posted,3507.17
"XXXXXX9750",6/21/2024,,"CREE INC DIRECT DEP **********268L3",,1518.80,Posted,3351.17
"XXXXXX9750",6/20/2024,,"FID BKG SVC LLC MONEYLINE Z****1268 BQFFP",1000.00,,Posted,1832.37
"XXXXXX9750",6/7/2024,,"CREE INC DIRECT DEP **********048L3",,1000.00,Posted,2832.37
"XXXXXX9750",6/7/2024,,"CREE INC DIRECT DEP **********038L3",,872.83,Posted,1832.37
"XXXXXX9750",6/3/2024,,"VENMO CASHOUT *********4797",,619.00,Posted,959.54
"XXXXXX9750",5/31/2024,,"FCB FUNDS TRANSFER TO  X2167",315.93,,Posted,340.54
"XXXXXX9750",5/31/2024,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,656.47
"XXXXXX9750",5/23/2024,,"Customer Deposit",,304.00,Posted,616.47
"XXXXXX9750",5/10/2024,,"CREE INC DIRECT DEP **********978L3",,195.73,Posted,312.47
"XXXXXX9750",5/6/2024,,"VENMO PAYMENT *********1842",25.00,,Posted,116.74
"XXXXXX9750",5/6/2024,,"FCB FUNDS TRANSFER TO  X2167",552.59,,Posted,141.74
"XXXXXX9750",4/30/2024,,"FCB FUNDS TRANSFER TO  X2167",694.73,,Posted,694.33
"XXXXXX9750",4/30/2024,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,1389.06
"XXXXXX9750",4/26/2024,,"CREE INC DIRECT DEP **********378L3",,623.48,Posted,1349.06
"XXXXXX9750",4/16/2024,,"VENMO PAYMENT *********4057",12.00,,Posted,725.58
"XXXXXX9750",4/15/2024,,"FCB FUNDS TRANSFER TO  X2504",945.00,,Posted,737.58
"XXXXXX9750",4/12/2024,,"CREE INC DIRECT DEP **********588L3",,608.24,Posted,1682.58
"XXXXXX9750",4/8/2024,,"Mobile Check Deposit",,62.71,Posted,1074.34
"XXXXXX9750",4/1/2024,,"FCB FUNDS TRANSFER TO  X2167",656.83,,Posted,1011.63
"XXXXXX9750",4/1/2024,,"VENMO CASHOUT *********7318",,42.00,Posted,1668.46
"XXXXXX9750",4/1/2024,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,1626.46
"XXXXXX9750",3/29/2024,,"CREE INC DIRECT DEP **********258L3",,354.18,Posted,1586.46
"XXXXXX9750",3/15/2024,,"CREE INC DIRECT DEP **********138L3",,593.02,Posted,1232.28
"XXXXXX9750",3/5/2024,,"VENMO CASHOUT *********8063",,50.00,Posted,639.26
"XXXXXX9750",3/4/2024,,"VENMO PAYMENT *********6184",345.00,,Posted,589.26
"XXXXXX9750",3/1/2024,,"CREE INC DIRECT DEP **********528L3",,798.33,Posted,934.26
"XXXXXX9750",2/29/2024,,"FCB FUNDS TRANSFER TO  X2167",836.26,,Posted,135.93
"XXXXXX9750",2/29/2024,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,972.19
"XXXXXX9750",2/28/2024,,"FCB FUNDS TRANSFER FROM  X2504",,500.00,Posted,932.19
"XXXXXX9750",2/26/2024,,"VENMO PAYMENT *********8837",205.00,,Posted,432.19
"XXXXXX9750",2/26/2024,,"VENMO CASHOUT *********0309",,85.00,Posted,637.19
"XXXXXX9750",2/23/2024,,"POS SIG 02/23 VISA #3333 CASH APP*DONNA RAINWAT 800-9691940 CA",50.00,,Posted,552.19
"XXXXXX9750",2/16/2024,,"CREE INC DIRECT DEP **********778L3",,441.70,Posted,602.19
"XXXXXX9750",2/16/2024,,"VENMO CASHOUT *********5896",,83.10,Posted,160.49
"XXXXXX9750",2/8/2024,,"COINBASE INC. 8889087930 RTL-LJYFQPLN",500.00,,Posted,77.39
"XXXXXX9750",2/8/2024,,"COINBASE INC. 8889087930 RTL-NZVMX7JU",500.00,,Posted,577.39
"XXXXXX9750",2/2/2024,,"CREE INC DIRECT DEP **********568L3",,562.56,Posted,1077.39
"XXXXXX9750",2/1/2024,,"FCB FUNDS TRANSFER TO  X2504",40.00,,Posted,514.83
"XXXXXX9750",1/31/2024,,"FCB FUNDS TRANSFER TO  X2167",243.18,,Posted,554.83
"XXXXXX9750",1/31/2024,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,798.01
"XXXXXX9750",1/19/2024,,"CREE INC DIRECT DEP **********898L3",,577.78,Posted,758.01
"XXXXXX9750",1/9/2024,,"VENMO CASHOUT *********9332",,30.00,Posted,180.23
"XXXXXX9750",1/2/2024,,"FCB FUNDS TRANSFER TO  X2167",543.87,,Posted,150.23
"XXXXXX9750",1/2/2024,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,694.10
"XXXXXX9750",12/27/2023,,"FCB FUNDS TRANSFER FROM  X2504",,280.00,Posted,654.10
"XXXXXX9750",12/26/2023,,"COINBASE INC. 8889087930 RTL-S7VH2RMD",500.00,,Posted,374.10
"XXXXXX9750",12/26/2023,,"VENMO PAYMENT *********5334",236.00,,Posted,874.10
"XXXXXX9750",12/26/2023,,"VENMO CASHOUT *********2568",,90.00,Posted,1110.10
"XXXXXX9750",12/8/2023,,"CREE INC DIRECT DEP **********428L3",,438.81,Posted,1020.10
"XXXXXX9750",12/8/2023,,"VENMO CASHOUT *********2480",,90.00,Posted,581.29
"XXXXXX9750",12/7/2023,,"PURCHASE 12/07 AKARI EXPRESS   2109 AVENT FERRY RRALEIGH NC   094782",12.85,,Posted,491.29
"XXXXXX9750",11/30/2023,,"FCB FUNDS TRANSFER TO  X2167",1039.61,,Posted,504.14
"XXXXXX9750",11/30/2023,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,1543.75
"XXXXXX9750",11/27/2023,,"FCB FUNDS TRANSFER TO  X2504",1000.00,,Posted,1503.75
"XXXXXX9750",11/24/2023,,"CREE INC DIRECT DEP **********858L3",,558.68,Posted,2503.75
"XXXXXX9750",11/13/2023,,"CREE INC DIRECT DEP **********438L3",,558.68,Posted,1945.07
"XXXXXX9750",11/8/2023,,"VENMO PAYMENT *********6726",300.00,,Posted,1386.39
"XXXXXX9750",11/8/2023,,"VENMO CASHOUT *********0722",,300.00,Posted,1686.39
"XXXXXX9750",11/8/2023,,"VENMO CASHOUT *********9677",,48.00,Posted,1386.39
"XXXXXX9750",10/31/2023,,"FCB FUNDS TRANSFER TO  X2167",107.06,,Posted,1338.39
"XXXXXX9750",10/31/2023,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,1445.45
"XXXXXX9750",10/27/2023,,"CREE INC DIRECT DEP **********748L3",,708.85,Posted,1405.45
"XXXXXX9750",10/25/2023,,"FCB FUNDS TRANSFER TO  X2167",1729.51,,Posted,696.60
"XXXXXX9750",10/23/2023,,"FCB FUNDS TRANSFER TO  X2167",53.00,,Posted,2426.11
"XXXXXX9750",10/23/2023,,"VENMO CASHOUT *********4634",,823.00,Posted,2479.11
"XXXXXX9750",10/13/2023,,"CREE INC DIRECT DEP **********248L3",,483.51,Posted,1656.11
"XXXXXX9750",10/10/2023,,"VENMO CASHOUT *********7037",,159.11,Posted,1172.60
"XXXXXX9750",10/2/2023,,"FCB FUNDS TRANSFER TO  X2504",5000.00,,Posted,1013.49
"XXXXXX9750",10/2/2023,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,6013.49
"XXXXXX9750",9/29/2023,,"CREE INC DIRECT DEP **********998L3",,558.67,Posted,5973.49
"XXXXXX9750",9/26/2023,,"PURCHASE 09/25 HH 90           3029 WESTERN BLVRALEIGH     NC 145839",47.83,,Posted,5414.82
"XXXXXX9750",9/25/2023,,"VENMO PAYMENT *********4361",170.00,,Posted,5462.65
"XXXXXX9750",9/25/2023,,"VENMO PAYMENT *********2639",70.00,,Posted,5632.65
"XXXXXX9750",9/25/2023,,"VENMO PAYMENT *********0465",40.00,,Posted,5702.65
"XXXXXX9750",9/25/2023,,"PURCHASE 09/23 PETCO 2719      PETCO 2719      DURHAM      NC 108143",24.70,,Posted,5742.65
"XXXXXX9750",9/25/2023,,"PURCHASE 09/23 CVS/PHARMACY #1 10682--3001 HILLSBRALEIGH NC   310682",3.38,,Posted,5767.35
"XXXXXX9750",9/18/2023,,"VENMO PAYMENT *********1770",223.00,,Posted,5770.73
"XXXXXX9750",9/18/2023,,"VENMO PAYMENT *********9670",18.00,,Posted,5993.73
"XXXXXX9750",9/15/2023,,"CREE INC DIRECT DEP **********198L3",,971.34,Posted,6011.73
"XXXXXX9750",9/13/2023,,"PURCHASE 09/12 AKARI EXPRESS   2109 AVENT FERRY RRALEIGH NC   094782",14.63,,Posted,5040.39
"XXXXXX9750",9/5/2023,,"VENMO PAYMENT *********2377",50.00,,Posted,5055.02
"XXXXXX9750",8/31/2023,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,5105.02
"XXXXXX9750",8/30/2023,,"FCB FUNDS TRANSFER TO  X2504",100.00,,Posted,5065.02
"XXXXXX9750",8/29/2023,,"Customer Deposit",,100.00,Posted,5165.02
"XXXXXX9750",8/28/2023,,"VENMO PAYMENT *********6587",13.00,,Posted,5065.02
"XXXXXX9750",8/21/2023,,"VENMO PAYMENT *********8675",34.00,,Posted,5078.02
"XXXXXX9750",8/21/2023,,"VENMO PAYMENT *********5135",13.00,,Posted,5112.02
"XXXXXX9750",8/18/2023,,"CREE INC DIRECT DEP **********498L3",,1300.67,Posted,5125.02
"XXXXXX9750",8/16/2023,,"VENMO PAYMENT *********7293",210.00,,Posted,3824.35
"XXXXXX9750",8/10/2023,,"VENMO PAYMENT *********4273",58.00,,Posted,4034.35
"XXXXXX9750",8/8/2023,,"FID BKG SVC LLC MONEYLINE Z******6815TXHN",3000.00,,Posted,4092.35
"XXXXXX9750",8/7/2023,,"VENMO PAYMENT *********9260",67.00,,Posted,7092.35
"XXXXXX9750",8/4/2023,,"CREE INC DIRECT DEP **********778L3",,1029.35,Posted,7159.35
"XXXXXX9750",8/3/2023,,"VENMO PAYMENT *********5105",168.00,,Posted,6130.00
"XXXXXX9750",7/31/2023,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,6298.00
"XXXXXX9750",7/21/2023,,"CREE INC DIRECT DEP **********338L3",,1335.07,Posted,6258.00
"XXXXXX9750",7/17/2023,,"VENMO PAYMENT *********9138",15.00,,Posted,4922.93
"XXXXXX9750",7/10/2023,,"VENMO PAYMENT *********4811",10.00,,Posted,4937.93
"XXXXXX9750",7/7/2023,,"FCB FUNDS TRANSFER TO  X2504",233.10,,Posted,4947.93
"XXXXXX9750",7/7/2023,,"CREE INC DIRECT DEP **********188L3",,1364.57,Posted,5181.03
"XXXXXX9750",6/30/2023,,"CREE INC DIRECT DEP **********578L3",,1288.53,Posted,3816.46
"XXXXXX9750",6/30/2023,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,2527.93
"XXXXXX9750",6/12/2023,,"CREE INC DIRECT DEP **********658L3",,1351.00,Posted,2487.93
"XXXXXX9750",5/31/2023,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,1136.93
"XXXXXX9750",5/1/2023,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,1096.93
"XXXXXX9750",3/31/2023,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,1056.93
"XXXXXX9750",2/28/2023,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,1016.93
"XXXXXX9750",2/9/2023,,"Customer Deposit",,120.24,Posted,976.93
"XXXXXX9750",1/31/2023,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,856.69
"XXXXXX9750",1/6/2023,,"FCB FUNDS TRANSFER FROM  X2504",,250.00,Posted,816.69
"XXXXXX9750",1/4/2023,,"FCB FUNDS TRANSFER TO  X2504",13.00,,Posted,566.69
"XXXXXX9750",1/3/2023,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,579.69
"XXXXXX9750",12/1/2022,7003821333,"POS SIG 11/29 VISA #3333 BRC COUNSELING HTTPSWWW.BRCC VA",,5.00,Posted,539.69
"XXXXXX9750",11/30/2022,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,534.69
"XXXXXX9750",11/25/2022,,"POS SIG 11/24 VISA #3333 BRC COUNSELING HTTPSWWW.BRCC VA",5.00,,Posted,494.69
"XXXXXX9750",11/23/2022,7003821333,"FDR DEBIT CARD VISA DEBIT FOREIGN TRANSACTION FEE COROWA DISTIL AU",,.28,Posted,499.69
"XXXXXX9750",11/23/2022,7003821333,"POS SIG 11/16 VISA #3333 COROWA DISTILLING CO COROWA AU",,13.85,Posted,499.41
"XXXXXX9750",11/14/2022,,"FDR DEBIT CARD VISA DEBIT FOREIGN TRANSACTION FEE COROWA DISTIL AU",.28,,Posted,485.56
"XXXXXX9750",11/14/2022,,"POS SIG 11/13 VISA #3333 COROWA DISTILLING CO COROWA AU",14.12,,Posted,485.84
"XXXXXX9750",11/8/2022,7003821333,"FDR DEBIT CARD VISA DEBIT FOREIGN TRANSACTION FEE MARGARET DABB GB",,.54,Posted,499.96
"XXXXXX9750",11/8/2022,7003821333,"POS SIG 11/07 VISA #3333 MARGARET DABBS LONDON GB",,27.03,Posted,499.42
"XXXXXX9750",11/7/2022,,"FDR DEBIT CARD VISA DEBIT FOREIGN TRANSACTION FEE MARGARET DABB GB",.55,,Posted,472.39
"XXXXXX9750",11/7/2022,,"POS SIG 11/07 VISA #3333 MARGARET DABBS LONDON GB",27.27,,Posted,472.94
"XXXXXX9750",11/4/2022,,"POS SIG 11/03 VISA #3333 WELLSPRING CHRISTIAN M WWW.WELLSPRIN FL",1.99,,Posted,500.21
"XXXXXX9750",10/31/2022,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,502.20
"XXXXXX9750",10/26/2022,7003821333,"FDR DEBIT CARD VISA DEBIT FOREIGN TRANSACTION FEE MJCBOTANICAL AU",,.45,Posted,462.20
"XXXXXX9750",10/26/2022,,"FDR DEBIT CARD VISA DEBIT FOREIGN TRANSACTION FEE THE AGRESTIC AU",.35,,Posted,461.75
"XXXXXX9750",10/26/2022,7003821333,"POS SIG 10/24 VISA #3333 MJCBOTANICAL SOUTH BRISBAN AU",,22.32,Posted,462.10
"XXXXXX9750",10/26/2022,,"POS SIG 10/25 VISA #3333 THE AGRESTIC GROCER ORANGE AU",17.65,,Posted,439.78
"XXXXXX9750",10/19/2022,7003821333,"FDR DEBIT CARD VISA DEBIT FOREIGN TRANSACTION FEE COCREA.CA CD",,.33,Posted,457.43
"XXXXXX9750",10/19/2022,7003821333,"POS SIG 10/18 VISA #3333 COCREA.CA MONTREAL CD",,16.65,Posted,457.10
"XXXXXX9750",10/11/2022,,"FDR DEBIT CARD VISA DEBIT FOREIGN TRANSACTION FEE COCREA.CA CD",.34,,Posted,440.45
"XXXXXX9750",10/11/2022,,"POS SIG 10/09 VISA #3333 COCREA.CA MONTREAL CD",16.82,,Posted,440.79
"XXXXXX9750",10/4/2022,,"FDR DEBIT CARD VISA DEBIT FOREIGN TRANSACTION FEE MJCBOTANICAL AU",.46,,Posted,457.61
"XXXXXX9750",10/4/2022,,"POS SIG 10/03 VISA #3333 MJCBOTANICAL SOUTH BRISBAN AU",23.13,,Posted,458.07
"XXXXXX9750",9/30/2022,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,481.20
"XXXXXX9750",9/28/2022,7003821333,"FDR DEBIT CARD VISA DEBIT FOREIGN TRANSACTION FEE ENCRE VAUDREU CD",,.19,Posted,441.20
"XXXXXX9750",9/28/2022,7003821333,"POS SIG 09/27 VISA #3333 ENCRE VAUDREUIL VAUDREUIL-DOR CD",,9.48,Posted,441.01
"XXXXXX9750",9/26/2022,,"FDR DEBIT CARD VISA DEBIT FOREIGN TRANSACTION FEE ENCRE VAUDREU CD",.19,,Posted,431.53
"XXXXXX9750",9/26/2022,,"POS SIG 09/25 VISA #3333 ENCRE VAUDREUIL VAUDREUIL-DOR CD",9.70,,Posted,431.72
"XXXXXX9750",8/31/2022,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,441.42
"XXXXXX9750",8/29/2022,,"POS SIG 08/26 VISA #3333 ZAXBY'S #66301 RALEIGH GA",15.13,,Posted,401.42
"XXXXXX9750",8/23/2022,,"PURCHASE 08/22 Wal-Mart Super  1372 WAL-SAMS   RALEIGH     NC 137200",27.66,,Posted,416.55
"XXXXXX9750",8/22/2022,,"POS SIG 08/18 VISA #3333 ZAXBY'S #66301 RALEIGH GA",9.95,,Posted,444.21
"XXXXXX9750",8/9/2022,,"PURCHASE 08/08 THE HOME DEPOT  THE HOME DEPOT #DURHAM      NC 062125",75.14,,Posted,454.16
"XXXXXX9750",8/1/2022,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,529.30
"XXXXXX9750",7/25/2022,,"100490126       FOREIGN TRAN FEE  DRID         004901",3.18,,Posted,489.30
"XXXXXX9750",7/25/2022,,"100490126       100490126       MADRID         004901",113.94,,Posted,492.48
"XXXXXX9750",7/14/2022,,"FCB FUNDS TRANSFER FROM  X2504",,200.00,Posted,606.42
"XXXXXX9750",6/30/2022,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,406.42
"XXXXXX9750",5/31/2022,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,366.42
"XXXXXX9750",5/2/2022,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,326.42
"XXXXXX9750",4/27/2022,,"FIRST CITIZENS  7101 FAYETTEVILLDURHAM      NC A430",100.00,,Posted,286.42
"XXXXXX9750",3/31/2022,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,386.42
"XXXXXX9750",2/28/2022,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,346.42
"XXXXXX9750",2/4/2022,,"PURCHASE 02/04 FOOD LION #1608 FOOD LION #1608 CHAPEL HILL NC 001",9.16,,Posted,306.42
"XXXXXX9750",1/31/2022,,"POS SIG 01/29 VISA #3333 DAVIDS DUMPLING &amp; NOOD RALEIGH NC",48.00,,Posted,315.58
"XXXXXX9750",1/31/2022,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,363.58
"XXXXXX9750",1/18/2022,,"POS SIG 01/15 VISA #3333 DAVIDS DUMPLING &amp; NOOD RALEIGH NC",55.48,,Posted,323.58
"XXXXXX9750",12/31/2021,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,379.06
"XXXXXX9750",11/30/2021,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,339.06
"XXXXXX9750",11/1/2021,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,299.06
"XXXXXX9750",9/1/2021,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,259.06
"XXXXXX9750",8/16/2021,,"FCB FUNDS TRANSFER TO  X8578",800.00,,Posted,219.06
"XXXXXX9750",8/2/2021,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,1019.06
"XXXXXX9750",7/16/2021,,"POS SIG 07/14 VISA #3333 CHICK-FIL-A #03490 DURHAM NC",9.30,,Posted,979.06
"XXXXXX9750",7/13/2021,,"PURCHASE 07/13 PETCO 2719      PETCO 2719      DURHAM      NC 108143",10.74,,Posted,988.36
"XXXXXX9750",7/13/2021,,"PURCHASE 07/13 TARGET T-2069   8210 RENAISSANCE PDURHAM NC    220691",2.54,,Posted,999.10
