Account Number,Post Date,Check,Description,Debit,Credit,Status,Balance
"XXXXXX9750",7/1/2021,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,1001.64
"XXXXXX9750",6/25/2021,,"POS SIG 06/23 VISA #3333 APPLEBEES 757600275768 WAVERLY IA",20.00,,Posted,961.64
"XXXXXX9750",6/22/2021,,"POS SIG 06/20 VISA #3333 JACK'S FISH SPOT SEATTLE WA",24.70,,Posted,981.64
"XXXXXX9750",6/21/2021,,"POS SIG 06/17 VISA #3333 SQ *HIGHLANDER Portland OR",40.00,,Posted,1006.34
"XXXXXX9750",6/21/2021,,"POS SIG 06/19 VISA #3333 TST* MECONI S SUBS - O OLYMPIA WA",21.50,,Posted,1046.34
"XXXXXX9750",6/21/2021,,"POS SIG 06/17 VISA #3333 CHICK-FIL-A #04048 BEAVERTON OR",10.79,,Posted,1067.84
"XXXXXX9750",6/21/2021,,"POS SIG 06/20 VISA #3333 SQ *CHOCOLATE &amp; ICE CR Seattle WA",10.51,,Posted,1078.63
"XXXXXX9750",6/21/2021,,"POS SIG 06/20 VISA #3333 SQ *MOLLY MOON'S QUEEN seattle WA",10.20,,Posted,1089.14
"XXXXXX9750",6/21/2021,,"POS SIG 06/19 VISA #3333 RAINIER BASECAMP BAR A ASHFORD WA",10.02,,Posted,1099.34
"XXXXXX9750",6/21/2021,,"POS SIG 06/17 VISA #3333 CHICK-FIL-A #04048 BEAVERTON OR",6.29,,Posted,1109.36
"XXXXXX9750",6/18/2021,,"POS SIG 06/17 VISA #3333 CKE*CHARLIES MOUNTAI 8 GOVERNMENT CA OR",17.75,,Posted,1115.65
"XXXXXX9750",6/18/2021,,"PURCHASE 06/17 POWELL'S BURNSI 1005 W BURNSIDE PORTLAND OR    00B211",9.98,,Posted,1133.40
"XXXXXX9750",6/17/2021,,"POS SIG 06/16 VISA #3333 SUSHI MIOGA PORTLAND OR",21.79,,Posted,1143.38
"XXXXXX9750",6/15/2021,,"POS SIG 06/13 VISA #3333 MOTEL 6 #8735 GRESHAM OR",94.29,,Posted,1165.17
"XXXXXX9750",6/15/2021,,"POS SIG 06/14 VISA #3333 PIZZICATO FOREST HEIGH PORTLAND OR",19.00,,Posted,1259.46
"XXXXXX9750",6/14/2021,,"PURCHASE 06/13 BEST BUY      0 63455 N HIGHWAY 97BEND OR      065783",69.98,,Posted,1278.46
"XXXXXX9750",6/14/2021,,"POS SIG 06/11 VISA #3333 LOREE`S CHALET RESTAUR CHEMULT OR",65.00,,Posted,1348.44
"XXXXXX9750",6/14/2021,,"POS SIG 06/12 VISA #3333 LOREE`S CHALET RESTAUR CHEMULT OR",30.50,,Posted,1413.44
"XXXXXX9750",6/14/2021,,"POS SIG 06/11 VISA #3333 BWW 3657 SPRINGFIELD SPRINGFIELD OR",21.00,,Posted,1443.94
"XXXXXX9750",6/14/2021,,"PURCHASE 06/12 DIAMOND LAKE RE DIAMOND LAKE RESDIAMOND LAKEOR 691284",13.50,,Posted,1464.94
"XXXXXX9750",6/14/2021,,"POS SIG 06/11 VISA #3333 BLUE WATER CAFE &amp; LOUN BROOKINGS OR",12.50,,Posted,1478.44
"XXXXXX9750",6/14/2021,,"POS SIG 06/11 VISA #3333 LUCKY 7 FUEL MART SMITH RIVER CA",3.24,,Posted,1490.94
"XXXXXX9750",6/11/2021,,"PURCHASE 06/11 Wal-Mart Super  1910 WAL-SAMS   CRESCENT CITCA 191000",12.72,,Posted,1494.18
"XXXXXX9750",6/10/2021,,"PURCHASE 06/10 WAL-MART #1910  900 E WASHINGTONCRESCENT CITCA 241910",5.28,,Posted,1506.90
"XXXXXX9750",6/9/2021,,"POS SIG 06/08 VISA #3333 JENNYS GIANT BURGER FORT BRAGG CA",15.62,,Posted,1512.18
"XXXXXX9750",6/9/2021,,"POS SIG 06/08 VISA #3333 GHIRARDELLI #101 GCM SAN FRANCISCO CA",14.61,,Posted,1527.80
"XXXXXX9750",6/9/2021,,"POS SIG 06/08 VISA #3333 GOLDEN BAGEL NAPA CA",6.51,,Posted,1542.41
"XXXXXX9750",6/8/2021,,"PURCHASE 06/07 THE HOME DEPOT  THE HOME DEPOT #NAPA        CA 062751",20.13,,Posted,1548.92
"XXXXXX9750",6/8/2021,,"PURCHASE 06/08 THE HOME DEPOT  THE HOME DEPOT #NAPA        CA 062752",9.28,,Posted,1569.05
"XXXXXX9750",6/7/2021,,"Mobile Check Deposit",,1309.56,Posted,1578.33
"XXXXXX9750",6/7/2021,,"POS SIG 06/04 VISA #3333 GRACE LAND SAN FRANCISCO CA",24.94,,Posted,268.77
"XXXXXX9750",6/7/2021,,"POS SIG 06/04 VISA #3333 CITY SUPER SAN FRANCISCO CA",11.60,,Posted,293.71
"XXXXXX9750",6/7/2021,,"FCB FUNDS TRANSFER FROM  X8578",,250.00,Posted,305.31
"XXXXXX9750",6/4/2021,,"PURCHASE 06/03 THE HOME DEPOT  THE HOME DEPOT #NAPA        CA 059609",142.10,,Posted,55.31
"XXXXXX9750",6/4/2021,,"POS SIG 06/03 VISA #3333 SQ *ROCKZILLA CLIMB NAPA CA",40.00,,Posted,197.41
"XXXXXX9750",6/3/2021,,"POS SIG 06/01 VISA #3333 YOBELLE NAPA CA",5.44,,Posted,237.41
"XXXXXX9750",6/2/2021,,"POS SIG 05/31 VISA #3333 CENTURY THEATRES 1003 NAPA CA",27.50,,Posted,242.85
"XXXXXX9750",6/1/2021,,"POS SIG 05/27 VISA #3333 MOTEL 6 #8849 BARSTOW CA",79.86,,Posted,270.35
"XXXXXX9750",6/1/2021,,"POS SIG 05/27 VISA #3333 NATIONAL MUSEUM OF NUC ALBUQUERQUE NM",30.00,,Posted,350.21
"XXXXXX9750",6/1/2021,,"POS SIG 05/28 VISA #3333 DUCKIES CAYUCOS CA",22.52,,Posted,380.21
"XXXXXX9750",6/1/2021,,"POS SIG 05/30 VISA #3333 SQ *VENGA EMPANADAS San Francisco CA",10.69,,Posted,402.73
"XXXXXX9750",6/1/2021,,"POS SIG 05/29 VISA #3333 SQ *SCOOP MICROCREAMER Palo Alto CA",9.85,,Posted,413.42
"XXXXXX9750",6/1/2021,,"POS SIG 05/31 VISA #3333 PANDA EXPRESS #427 NAPA CA",9.05,,Posted,423.27
"XXXXXX9750",6/1/2021,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,432.32
"XXXXXX9750",5/28/2021,,"POS SIG 05/26 VISA #3333 MOTEL 6 9225 ALBUQUERQUE NM",62.04,,Posted,392.32
"XXXXXX9750",5/28/2021,,"POS SIG 05/26 VISA #3333 WIENERSCHNITZEL 729 LUBBOCK TX",14.48,,Posted,454.36
"XXXXXX9750",5/27/2021,,"POS SIG 05/25 VISA #3333 WINGSTOP-STORE #16 WEST MONROE LA",6.63,,Posted,468.84
"XXXXXX9750",5/25/2021,,"PURCHASE 05/24 ALDI 70028      ALDI 70028      TUSCALOOSA  AL 299279",71.99,,Posted,475.47
"XXXXXX9750",5/25/2021,,"PURCHASE 05/24 TARGET T-1787   1901 13TH AVE E TUSCALOOSA AL  217871",13.51,,Posted,547.46
"XXXXXX9750",5/25/2021,,"POS SIG 05/25 VISA #3333 Subway 27062 Tuscaloosa AL",9.12,,Posted,560.97
"XXXXXX9750",5/24/2021,,"FCB FUNDS TRANSFER FROM  X8578",,500.00,Posted,570.09
"XXXXXX9750",5/10/2021,,"POS SIG 05/07 VISA #3333 JERSEY MIKES 3052 GREENSBORO NC",88.12,,Posted,70.09
"XXXXXX9750",5/10/2021,,"PURCHASE 05/09 SHEETZ 0589     SHEETZ 0589     GARNER      NC 296222",11.40,,Posted,158.21
"XXXXXX9750",5/6/2021,,"PURCHASE 05/06 SHERWIN WILLIAM SHERWIN WILLIAMSCHAPEL HILL NC 078521",50.39,,Posted,169.61
"XXXXXX9750",5/6/2021,,"PURCHASE 05/06 BIG JOHN'S MEAD BIG JOHN'S MEADOCHAPEL HILL NC 401838",30.00,,Posted,220.00
"XXXXXX9750",5/6/2021,,"FCB FUNDS TRANSFER FROM  X2504",,150.00,Posted,250.00
"XXXXXX9750",5/5/2021,,"PURCHASE 05/04 SHELL SERVICE S SHELL SERVICE STCHAPEL HILL NC 886764",38.91,,Posted,100.00
"XXXXXX9750",5/5/2021,,"PURCHASE 05/05 SHELL SERVICE S SHELL SERVICE STCHAPEL HILL NC 886764",24.35,,Posted,138.91
"XXXXXX9750",5/5/2021,,"FCB FUNDS TRANSFER FROM  X8578",,100.00,Posted,163.26
"XXXXXX9750",5/3/2021,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,63.26
"XXXXXX9750",4/30/2021,,"FCB FUNDS TRANSFER FROM  X2504",,20.00,Posted,23.26
"XXXXXX9750",4/23/2021,,"POS SIG 04/22 VISA #3333 ASU PARKING AND TRAFFI BOONE NC",4.00,,Posted,3.26
"XXXXXX9750",4/15/2021,,"POS SIG 04/14 VISA #3333 SURF N SPRAY SWEETS DANIA FL",4.55,,Posted,7.26
"XXXXXX9750",4/13/2021,,"FCB FUNDS TRANSFER FROM  X8578",,150.00,Posted,11.81
"XXXXXX9750",4/5/2021,,"PURCHASE 04/05 BEST BUY #160   5454 NEW HOPE CODURHAM      NC 065833",182.72,,Posted,-138.19
"XXXXXX9750",4/1/2021,,"PURCHASE 03/31 BIG JOHN'S MEAD BIG JOHN'S MEADOCHAPEL HILL NC 401838",40.00,,Posted,44.53
"XXXXXX9750",4/1/2021,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,84.53
"XXXXXX9750",3/29/2021,,"FDR DEBIT CARD VISA DEBIT FOREIGN TRANSACTION FEE AMERICAN AIR0 AV",1.30,,Posted,44.53
"XXXXXX9750",3/29/2021,,"PURCHASE 03/29 THE HOME DEPOT  THE HOME DEPOT #DURHAM      NC 062126",199.05,,Posted,45.83
"XXXXXX9750",3/29/2021,,"POS SIG 03/26 VISA #3333 AMERICAN AIR0010266310 BUENOS AIRES AV",65.00,,Posted,244.88
"XXXXXX9750",3/29/2021,,"FCB FUNDS TRANSFER FROM  X2504",,200.00,Posted,309.88
"XXXXXX9750",3/1/2021,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,109.88
"XXXXXX9750",2/17/2021,,"FDR DEBIT CARD VISA DEBIT FOREIGN TRANSACTION FEE CENTRAL DE AL AV",.54,,Posted,69.88
"XXXXXX9750",2/17/2021,,"POS SIG 02/16 VISA #3333 CENTRAL DE ALIMENTOS GENERAL PACHE AV",27.11,,Posted,70.42
"XXXXXX9750",2/1/2021,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,97.53
"XXXXXX9750",1/29/2021,,"FDR DEBIT CARD VISA DEBIT FOREIGN TRANSACTION FEE PAN CON CHOCO AV",.41,,Posted,57.53
"XXXXXX9750",1/29/2021,,"POS SIG 01/27 VISA #3333 PAN CON CHOCOLATE SAN M DE LOS AV",20.68,,Posted,57.94
"XXXXXX9750",1/4/2021,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,78.62
"XXXXXX9750",12/30/2020,,"POS SIG 12/28 VISA #3333 ZAXBY'S #68303 DURHAM NC",21.74,,Posted,38.62
"XXXXXX9750",12/29/2020,,"POS SIG 12/28 VISA #3333 SQ *BISCUITVILLE 160 Durham NC",10.18,,Posted,60.36
"XXXXXX9750",12/3/2020,,"POS SIG 12/01 VISA #3333 BLAZE PIZZA #1145 DURHAM NC",9.75,,Posted,70.54
"XXXXXX9750",12/1/2020,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,80.29
"XXXXXX9750",11/2/2020,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,40.29
"XXXXXX9750",10/26/2020,,"POS SIG 10/23 VISA #3333 BOJANGLES 9 DURHAM NC",9.08,,Posted,.29
"XXXXXX9750",10/22/2020,,"PURCHASE 10/22 TARGET T-2069 8 TARGET T-2069 82DURHAM      NC 999999",3.57,,Posted,9.37
"XXXXXX9750",10/19/2020,,"POS SIG 10/17 VISA #3333 ETHE GUYS PLACE A HAIR DURHAM NC",25.75,,Posted,12.94
"XXXXXX9750",10/19/2020,,"PURCHASE 10/18 THE HOME DEPOT  THE HOME DEPOT #DURHAM      NC 062126",17.00,,Posted,38.69
"XXXXXX9750",10/19/2020,,"PURCHASE 10/17 THE HOME DEPOT  THE HOME DEPOT #DURHAM      NC 062126",16.28,,Posted,55.69
"XXXXXX9750",10/16/2020,,"PURCHASE 10/16 THE HOME DEPOT  THE HOME DEPOT #DURHAM      NC 062126",16.48,,Posted,71.97
"XXXXXX9750",10/15/2020,,"PURCHASE 10/15 LOWE'S #487     1801 FORDHAM BOULECHAPEL HILL  001",47.89,,Posted,88.45
"XXXXXX9750",10/15/2020,,"PURCHASE 10/15 THE HOME DEPOT  THE HOME DEPOT #DURHAM      NC 062126",41.33,,Posted,136.34
"XXXXXX9750",10/14/2020,,"FCB FUNDS TRANSFER TO  X8578",2500.00,,Posted,177.67
"XXXXXX9750",10/13/2020,,"POS SIG 10/10 VISA #3333 ITS ABOUT ROCKS LLC HOT SPRINGS AR",109.63,,Posted,2677.67
"XXXXXX9750",10/13/2020,,"POS SIG 10/10 VISA #3333 THE BAR-BQ SHOP MEMPHIS TN",63.00,,Posted,2787.30
"XXXXXX9750",10/13/2020,,"POS SIG 10/09 VISA #3333 GRANNY'S KITCHEN STILLWATER OK",12.00,,Posted,2850.30
"XXXXXX9750",10/9/2020,,"POS SIG 10/07 VISA #3333 BOULDER ROCK CLUB BOULDER CO",21.00,,Posted,2862.30
"XXXXXX9750",10/8/2020,,"POS SIG 10/07 VISA #3333 TST* SOUTH MOUTH WINGS BOULDER CO",17.98,,Posted,2883.30
"XXXXXX9750",10/8/2020,,"POS SIG 10/07 VISA #3333 SNOOZE BOULDER CO",12.00,,Posted,2901.28
"XXXXXX9750",10/8/2020,,"PURCHASE 10/08 ACE HDWR UINTAH 1830 W UINTAH ST SCOLORADO SPR 037907",8.65,,Posted,2913.28
"XXXXXX9750",10/8/2020,,"POS SIG 10/06 VISA #3333 ARAMARK PIKES PEAK COLORADO SPGS CO",3.14,,Posted,2921.93
"XXXXXX9750",10/7/2020,,"POS SIG 10/05 VISA #3333 SPORT CLIMBING CENTER COLORADO SPRI CO",13.00,,Posted,2925.07
"XXXXXX9750",10/6/2020,,"POS SIG 10/05 VISA #3333 ARBY'S 5010021 COLORADO SPRI CO",9.94,,Posted,2938.07
"XXXXXX9750",10/6/2020,,"POS SIG 10/05 VISA #3333 ARBY'S 5010021 COLORADO SPRI CO",4.21,,Posted,2948.01
"XXXXXX9750",10/5/2020,,"POS SIG 10/04 VISA #3333 HIGH PIE PIZZERIA &amp; TA TELLURIDE CO",26.00,,Posted,2952.22
"XXXXXX9750",10/5/2020,,"POS SIG 10/02 VISA #3333 TIMBERLINE DELI OURAY CO",16.85,,Posted,2978.22
"XXXXXX9750",10/5/2020,,"POS SIG 10/02 VISA #3333 MOUSES CHOCOLATES INC OURAY CO",7.02,,Posted,2995.07
"XXXXXX9750",10/2/2020,,"POS SIG 09/30 VISA #3333 THE SPOKE ON CENTER MOAB UT",20.00,,Posted,3002.09
"XXXXXX9750",10/1/2020,,"PURCHASE 10/01 CITY-MARKET #04 CITY-MARKET #041MOAB        UT 999999",52.55,,Posted,3022.09
"XXXXXX9750",10/1/2020,,"PURCHASE 10/01 VILLAGE MARKET  VILLAGE MARKET  MOAB        UT 209217",21.01,,Posted,3074.64
"XXXXXX9750",10/1/2020,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,3095.65
"XXXXXX9750",9/30/2020,,"POS SIG 09/28 VISA #3333 MOAB COFFEE ROASTERS MOAB UT",11.08,,Posted,3055.65
"XXXXXX9750",9/30/2020,,"POS SIG 09/28 VISA #3333 MOAB COFFEE ROASTERS MOAB UT",5.38,,Posted,3066.73
"XXXXXX9750",9/29/2020,,"POS SIG 09/27 VISA #3333 CAPITOL REEF NATURAL H TORREY UT",6.90,,Posted,3072.11
"XXXXXX9750",9/28/2020,,"PURCHASE 09/27 CITY-MARKET #04 4250 S. MAIN MOAB UT           110410",12.33,,Posted,3079.01
"XXXXXX9750",9/28/2020,,"POS SIG 09/26 VISA #3333 SUBWAY 00149138 TORREY UT",10.36,,Posted,3091.34
"XXXXXX9750",9/28/2020,,"POS SIG 09/25 VISA #3333 BRYCE CANYON CAMPER ST BRYCE UT",6.00,,Posted,3101.70
"XXXXXX9750",9/28/2020,,"PURCHASE 09/27 CHEVRON/ARCHVIE CHEVRON/ARCHVIEWMOAB        UT 100418",3.00,,Posted,3107.70
"XXXXXX9750",9/23/2020,,"POS SIG 09/21 VISA #3333 SOUTH RIM GENERAL STOR GRAND CANYON AZ",9.09,,Posted,3110.70
"XXXXXX9750",9/23/2020,,"POS SIG 09/21 VISA #3333 SOUTH RIM GENERAL STOR GRAND CANYON AZ",4.29,,Posted,3119.79
"XXXXXX9750",9/21/2020,,"POS SIG 09/18 VISA #3333 SEDONA PIZZA COMPANYS SEDONA AZ",15.87,,Posted,3124.08
"XXXXXX9750",9/21/2020,,"POS SIG 09/18 VISA #3333 THEIAS SEDONA AZ",7.45,,Posted,3139.95
"XXXXXX9750",9/18/2020,,"POS SIG 09/16 VISA #3333 BUCK THORNTON`S WORLD SEDONA AZ",22.98,,Posted,3147.40
"XXXXXX9750",9/17/2020,,"POS SIG 09/16 VISA #3333 OAXACA RESTAURANT SEDONA AZ",45.85,,Posted,3170.38
"XXXXXX9750",9/14/2020,42751646,"Customer Deposit",,150.00,Posted,3216.23
"XXXXXX9750",9/14/2020,,"POS SIG 09/12 VISA #3333 SUSHI ROSE RENO NV",25.93,,Posted,3066.23
"XXXXXX9750",9/14/2020,,"PURCHASE 09/12 902 HORIZON MAR 902 HORIZON MARKPAHRUMP     NV 999999",25.60,,Posted,3092.16
"XXXXXX9750",9/9/2020,,"POS SIG 09/07 VISA #3333 BLUE HERON FRENCH CH TILLAMOOK OR",31.80,,Posted,3117.76
"XXXXXX9750",9/9/2020,,"PURCHASE 09/09 Redwood Parks C REDWOOD PARKS COORICK       CA 000100",21.00,,Posted,3149.56
"XXXXXX9750",9/9/2020,,"FCB FUNDS TRANSFER FROM  X8578",,3000.00,Posted,3170.56
"XXXXXX9750",9/8/2020,,"PURCHASE 09/06 SAFEWAY #2448   SAFEWAY #2448   PORTLAND    OR 459107",38.30,,Posted,170.56
"XXXXXX9750",9/8/2020,,"POS SIG 09/06 VISA #3333 SQ *LET'S ROLL PORTLAND OR",30.68,,Posted,208.86
"XXXXXX9750",9/8/2020,,"POS SIG 09/06 VISA #3333 MULTNOMAH FALLS LODGE 503-6952376 OR",11.00,,Posted,239.54
"XXXXXX9750",9/8/2020,,"POS SIG 09/06 VISA #3333 MULTNOMAH FALLS BRIDAL VEIL OR",.75,,Posted,250.54
"XXXXXX9750",9/8/2020,,"POS SIG 09/06 VISA #3333 CITY OF PORTLAND DEPT PORTLAND OR",.50,,Posted,251.29
"XXXXXX9750",9/4/2020,,"PURCHASE 09/03 COUNTRY AIRE NA 200 W FIRST ST PORT ANGELES WA 466274",12.88,,Posted,251.79
"XXXXXX9750",9/3/2020,,"POS SIG 09/01 VISA #3333 LONE PINE FRUIT ORONDO WA",4.10,,Posted,264.67
"XXXXXX9750",9/2/2020,,"POS SIG 09/01 VISA #3333 THE SOUP CELLAR LEAVENWORTH WA",22.46,,Posted,268.77
"XXXXXX9750",9/2/2020,,"POS SIG 09/01 VISA #3333 CASCADES OUTDOOR STORE WINTHROP WA",12.99,,Posted,291.23
"XXXXXX9750",9/1/2020,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,304.22
"XXXXXX9750",8/31/2020,,"PURCHASE 08/30 SAFEWAY #3120   SAFEWAY #3120   BURIEN      WA 458266",67.60,,Posted,264.22
"XXXXXX9750",8/21/2020,,"POS SIG 08/20 VISA #3333 BOJANGLES 8 RALEIGH NC",11.37,,Posted,331.82
"XXXXXX9750",8/17/2020,,"POS SIG 08/15 VISA #3333 MIKES BITES BALD HEAD ISL NC",5.00,,Posted,343.19
"XXXXXX9750",8/3/2020,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,348.19
"XXXXXX9750",7/1/2020,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,308.19
"XXXXXX9750",6/10/2020,,"POS SIG 06/09 VISA #3333 MIKES BITES BALD HEAD ISL NC",12.00,,Posted,268.19
"XXXXXX9750",6/10/2020,,"PURCHASE 06/09 BP#8273278CIRCL 1130 N HOWE ST SOUTHPORT NC    392533",1.06,,Posted,280.19
"XXXXXX9750",6/1/2020,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,281.25
"XXXXXX9750",5/20/2020,46911820,"Customer Deposit",,100.00,Posted,241.25
"XXXXXX9750",5/1/2020,,"FCB FUNDS TRANSFER FROM  X2504",,40.00,Posted,141.25
"XXXXXX9750",4/1/2020,,"FIRST CITIZENS  TRANSFER        INTERNET       PCB",,40.00,Posted,101.25
"XXXXXX9750",3/2/2020,,"FIRST CITIZENS  TRANSFER        INTERNET       PCB",,40.00,Posted,61.25
"XXXXXX9750",2/13/2020,,"VISA #3333 BLAZE PIZZA #1145 DURHAM NC",8.87,,Posted,21.25
"XXXXXX9750",2/7/2020,,"VISA #3333 ZAXBYS 1132 DURHAM NC",17.18,,Posted,30.12
"XXXXXX9750",2/3/2020,,"FIRST CITIZENS  TRANSFER        INTERNET       PCB",,40.00,Posted,47.30
"XXXXXX9750",1/17/2020,,"VISA #3333 PANERA BREAD #601651 DURHAM NC",15.78,,Posted,7.30
"XXXXXX9750",1/10/2020,,"VISA #3333 PANERA BREAD #601652 ABERDEEN NC",14.10,,Posted,23.08
"XXXXXX9750",1/10/2020,,"VISA #3333 PANERA BREAD #601652 ABERDEEN NC",12.93,,Posted,37.18
"XXXXXX9750",1/8/2020,387356,"Miscellaneous Credit",,9.00,Posted,50.11
"XXXXXX9750",1/8/2020,,"VISA #3333 TALBERT BLDG SUPPLY DU DURHAM NC",8.59,,Posted,41.11
"XXXXXX9750",1/2/2020,,"FIRST CITIZENS  TRANSFER        INTERNET       PCB",,40.00,Posted,49.70
"XXXXXX9750",12/17/2019,,"Paper Statement Fee",3.00,,Posted,9.70
"XXXXXX9750",12/16/2019,,"VISA #3333 ZAXBYS 1132 DURHAM NC",18.25,,Posted,12.70
"XXXXXX9750",12/9/2019,,"VISA #3333 FREDDY'S 32-0001 DURHAM NC",10.42,,Posted,30.95
"XXXXXX9750",12/2/2019,,"FIRST CITIZENS  TRANSFER        INTERNET       PCB",,40.00,Posted,41.37
"XXXXXX9750",11/27/2019,,"IT'SUGAR        IT'SUGAR        DURHAM      NC 047846",27.93,,Posted,1.37
"XXXXXX9750",11/27/2019,,"HARRIS TEETER # 2110 S ESTES DR CHAPEL HILL NC 380117",11.78,,Posted,29.30
"XXXXXX9750",11/25/2019,,"LOWE'S #487     1801 FORDHAM BOULECHAPEL HILL  001",71.21,,Posted,41.08
"XXXXXX9750",11/19/2019,,"Paper Statement Fee",3.00,,Posted,112.29
"XXXXXX9750",11/19/2019,,"VISA #3333 SILVERSPOT CINEMA CHAP CHAPEL HILL NC",59.76,,Posted,115.29
"XXXXXX9750",11/15/2019,,"VISA #3333 PANERA BREAD #601652 ABERDEEN NC",10.15,,Posted,175.05
"XXXXXX9750",11/14/2019,,"TARGET T-1872 4 TARGET T-1872 40DURHAM      NC 999999",13.21,,Posted,185.20
"XXXXXX9750",11/8/2019,,"WAL-MART #2137  5450 NEW HOPE CODURHAM      NC 242137",21.24,,Posted,198.41
"XXXXXX9750",11/5/2019,,"VISA #3333 BOJANGLES 9 DURHAM NC",5.57,,Posted,219.65
"XXXXXX9750",11/1/2019,,"FIRST CITIZENS  TRANSFER        INTERNET       PCB",,40.00,Posted,225.22
"XXXXXX9750",10/24/2019,,"VISA #3333 BOJANGLES 9 DURHAM NC",3.64,,Posted,185.22
"XXXXXX9750",10/21/2019,,"VISA #3333 PANERA BREAD #601651 DURHAM NC",9.87,,Posted,188.86
"XXXXXX9750",10/18/2019,,"VISA #3333 PANERA BREAD #601651 DURHAM NC",12.77,,Posted,198.73
"XXXXXX9750",10/18/2019,,"VISA #3333 BOJANGLES 9 DURHAM NC",11.69,,Posted,211.50
"XXXXXX9750",10/17/2019,,"Paper Statement Fee",3.00,,Posted,223.19
"XXXXXX9750",10/10/2019,,"TARGET T-1872 4 TARGET T-1872 40DURHAM      NC 999999",4.61,,Posted,226.19
"XXXXXX9750",10/9/2019,,"AC MOORE STR #9 AC MOORE STR #90DURHAM      NC 032",10.73,,Posted,230.80
"XXXXXX9750",10/7/2019,,"VISA #3333 WENDYS 3237 00032375 ROCKY POINT NC",5.34,,Posted,241.53
"XXXXXX9750",10/1/2019,,"FIRST CITIZENS  TRANSFER        INTERNET       PCB",,40.00,Posted,246.87
"XXXXXX9750",9/30/2019,,"VISA #3333 CHICK-FIL-A #01963 RALEIGH NC",8.85,,Posted,206.87
"XXXXXX9750",9/24/2019,,"VISA #3333 BOJANGLES 9 DURHAM NC",3.64,,Posted,215.72
"XXXXXX9750",9/23/2019,,"VISA #3333 FIVE GUYS NC 0480 QSR CHARLOTTE NC",12.86,,Posted,219.36
"XXXXXX9750",9/17/2019,,"WENDYS #6344    1301 MEBANE OAKSMEBANE      NC 848380",7.78,,Posted,232.22
"XXXXXX9750",9/9/2019,,"FIRST CITIZENS  TRANSFER        INTERNET       PCB",,200.00,Posted,240.00
"XXXXXX9750",9/9/2019,,"FIRST CITIZENS  TRANSFER        INTERNET       PCB",,40.00,Posted,40.00